,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
19570,1096756399719202711,https://www.airbnb.com/rooms/1096756399719202711,20240925020907,2024-09-25,city scrape,Luxury Condo Near MRT/Mall/Night market/More!,"Stay at the most luxurious condo located right in Rama 9, downtown Bangkok.<br /><br />This is the perfect location for a beautiful view, top class amenities, and nearby transportation, shopping, nightlife, and food!<br /><br />- Infinity Pool, Gym, Golf Simulator, Movie Theater Room, More<br />- FAST Wifi 500mbps<br />- 5 Min Walk: Rama 9 MRT<br />- 5 Min Walk: Jodd Fairs Night Market, Central Plaza Mall, Fortune Town<br />- 5 - 10 Min Walk: Restaurants, Nightlife, Massage, Cafes, Airport Train<br /><br />Your luxurious condo awaits, book now!",,https://a0.muscache.com/pictures/miso/Hosting-1096756399719202711/original/16a84c99-2084-40c7-9054-3cd89afc78f6.jpeg,486668643,https://www.airbnb.com/users/show/486668643,Nicholas,2022-11-06,,,within a few hours,82%,94%,t,https://a0.muscache.com/im/pictures/user/9d4c9bf0-00a0-4b63-8c76-40c262c7e68a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/9d4c9bf0-00a0-4b63-8c76-40c262c7e68a.jpg?aki_policy=profile_x_medium,,1,2,"['email', 'phone']",t,t,,Huai Khwang,,13.755122617768778,100.56881848346228,Entire condo,Entire home/apt,2,0.0,0 baths,0.0,1.0,"[""Pool table"", ""Smoke alarm"", ""Hot water"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Fire pit"", ""Hangers"", ""Extra pillows and blankets"", ""Toaster"", ""Room-darkening shades"", ""Pool"", ""Hot water kettle"", ""Hair dryer"", ""Freezer"", ""Hot tub"", ""Shared gym in building"", ""Refrigerator"", ""Children's playroom"", ""Children\u2019s books and toys for ages 0-2 years old, 2-5 years old, 5-10 years old, and 10+ years old"", ""Microwave"", ""TV"", ""Electric stove"", ""Rice maker"", ""Pool view"", ""Outdoor shower"", ""Air conditioning"", ""Wifi"", ""Conditioner"", ""Bed linens"", ""Dining table"", ""Outdoor dining area"", ""Kitchen"", ""Host greets you"", ""Movie theater"", ""Shampoo"", ""Elevator"", ""Exercise equipment"", ""Laundromat nearby"", ""Long term stays allowed"", ""Dishes and silverware"", ""Books and reading material"", ""Drying rack for clothing"", ""Shared patio or balcony"", ""Sun loungers"", ""Cleaning available during stay"", ""Washer"", ""Cleaning products"", ""BBQ grill"", ""Clothing storage: closet"", ""City skyline view"", ""Shower gel"", ""Blender"", ""Bidet"", ""Heating"", ""Cooking basics"", ""Single level home"", ""Outdoor furniture"", ""Body soap"", ""Shared sauna"", ""Private entrance"", ""Essentials"", ""Babysitter recommendations""]","$1,663.00",14,365,14,14,365,365,14.0,365.0,,t,11,22,27,54,2024-09-25,7,7,1,2024-03-02,2024-09-20,4.86,5.0,4.71,5.0,5.0,5.0,4.71,,f,1,1,0,0,1.01
19882,1106322531481185085,https://www.airbnb.com/rooms/1106322531481185085,20240925020907,2024-09-25,city scrape,Apartments at Talat Phlu,It's easy to go anywhere or find something to do because it's a good location in the middle of the city. <br /><br />Real location from Thai movies's Grandma @ Talad phlu only 500 meters<br /><br /> BTS talad phlu station 700 meters<br />Talad phlu market 500 meters<br />First One Market. 50 meters<br /><br />The Mall Lifestore Thapra 700 meters<br /><br />ICONSIAM 5.2 kilometers<br /><br />Wat Arun. 4.5 kilometers,,https://a0.muscache.com/pictures/hosting/Hosting-1106322531481185085/original/12e3b988-54e1-4b6a-9e1c-f01b6e4a3b0d.jpeg,531173225,https://www.airbnb.com/users/show/531173225,Tawanrung,2023-08-11,"Bangkok, Thailand","Hello, I'm a new host.    I have accommodations suitable for backpackers. who want to control expenses and can travel easily Welcome to everyone.",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/User-531173225/original/7d29ee56-950f-4c97-933c-80c8ecd0fd6d.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-531173225/original/7d29ee56-950f-4c97-933c-80c8ecd0fd6d.jpeg?aki_policy=profile_x_medium,,9,10,"['email', 'phone']",t,t,,Thon buri,,13.716979300364498,100.4770719287299,Private room in rental unit,Private room,2,0.5,Private half-bath,0.0,1.0,"[""Smoke alarm"", ""Hangers"", ""Room-darkening shades"", ""Hot water kettle"", ""Hair dryer"", ""Refrigerator"", ""Microwave"", ""TV"", ""Noise decibel monitors on property"", ""Exterior security cameras on property"", ""Wifi"", ""Bed linens"", ""Kitchen"", ""Other electric stove"", ""Elevator"", ""Long term stays allowed"", ""Laundromat nearby"", ""Dishes and silverware"", ""Drying rack for clothing"", ""Shower gel"", ""Bidet"", ""Shared pool"", ""Heating"", ""Cooking basics"", ""Clothing storage: wardrobe""]",$700.00,30,365,30,30,365,365,30.0,365.0,,t,0,20,50,230,2024-09-25,1,1,1,2024-09-08,2024-09-08,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,8,0,8,0,1.0
20069,1112730951381272064,https://www.airbnb.com/rooms/1112730951381272064,20240925020907,2024-09-25,city scrape,Maru Ekkamai 2 - Ekkamai BTS,"7-min walk to BTS Ekkamai<br />The one-and-only pet-friendly condo<br /><br />- Co-working space & quiet working room<br />- Co-kitchen<br />- Karaoke & music rehearsal rooms<br />- Gym, sauna, and aerial yoga rooms<br />- Rooftop swimming pool<br />- Sky lounge, rooftop garden & terrace<br />- Rooftop BBQ courtyard<br />- Children's playground<br />- Bark & ​​bike wash station<br />- Pet-friendly garden on G floor<br />- professional cleaning team for room cleaning<br /><br />Enjoy a stylish experience at this centrally-located place.",,https://a0.muscache.com/pictures/hosting/Hosting-1112730951381272064/original/9607f4a5-42ba-4f88-bbb7-22f694d4d839.jpeg,1514565,https://www.airbnb.com/users/show/1514565,Birdy,2011-12-18,"Bangkok, Thailand",,within an hour,100%,93%,t,https://a0.muscache.com/im/users/1514565/profile_pic/1351949994/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/1514565/profile_pic/1351949994/original.jpg?aki_policy=profile_x_medium,,6,6,"['email', 'phone']",t,t,,Vadhana,,13.7315108,100.5866789,Entire condo,Entire home/apt,2,0.5,Half-bath,1.0,1.0,"[""Smoke alarm"", ""Dedicated workspace"", ""Hot water"", ""Carbon monoxide alarm"", ""Pool"", ""Hangers"", ""First aid kit"", ""Shared gym in building"", ""Hair dryer"", ""Refrigerator"", ""Microwave"", ""TV"", ""Outdoor shower"", ""Air conditioning"", ""Wifi"", ""Outdoor dining area"", ""Kitchen"", ""Outdoor playground"", ""Elevator"", ""Exercise equipment"", ""Free parking on premises"", ""Outdoor kitchen with sink, oven"", ""Drying rack for clothing"", ""Washer"", ""BBQ grill"", ""Self check-in"", ""High chair"", ""Fire extinguisher"", ""Cooking basics"", ""Outdoor furniture"", ""Shared sauna"", ""Private entrance"", ""Keypad""]","$1,881.00",4,180,2,4,180,180,4.0,180.0,,t,6,31,61,125,2024-09-25,4,4,0,2024-04-17,2024-08-22,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,6,6,0,0,0.74
20070,1112742547413012298,https://www.airbnb.com/rooms/1112742547413012298,20240925020907,2024-09-25,city scrape,59HeritageCondo - Thonglor BTS,"Just 5 mins walk from Thonglor or Ekkamai station<br /><br />40 SQM, One condo at 21 floor, Fully furnished and appliances provided with WiFi/AIS Fiber, Japanese community environment and professional cleaning team for room cleaning<br /><br />59 Heritage is located in Sukhumvit Soi 59, Sukhumvit Road, about 150 meters away from Sukhumvit Road and  BTS Thonglor is about 300 meters near, Big C Ekkamai, Phra Mae Mary Sathorn School And Sukhumvit Fifty Nine Hospital.<br /><br />Take a break and unwind at this peaceful oasis.",,https://a0.muscache.com/pictures/hosting/Hosting-1112742547413012298/original/834dd334-8ba3-4181-9d44-40ef32df0374.jpeg,1514565,https://www.airbnb.com/users/show/1514565,Birdy,2011-12-18,"Bangkok, Thailand",,within an hour,100%,93%,t,https://a0.muscache.com/im/users/1514565/profile_pic/1351949994/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/1514565/profile_pic/1351949994/original.jpg?aki_policy=profile_x_medium,,6,6,"['email', 'phone']",t,t,,Vadhana,,13.7246941,100.5814761,Entire condo,Entire home/apt,2,0.5,Half-bath,1.0,1.0,"[""Smoke alarm"", ""Dedicated workspace"", ""Hot water"", ""Carbon monoxide alarm"", ""Pool"", ""Hangers"", ""Toaster"", ""First aid kit"", ""Shared gym in building"", ""Hair dryer"", ""Refrigerator"", ""Microwave"", ""TV"", ""Lockbox"", ""Air conditioning"", ""Wifi"", ""Kitchen"", ""Outdoor playground"", ""Elevator"", ""Exercise equipment"", ""Free parking on premises"", ""Drying rack for clothing"", ""Washer"", ""Clothing storage: closet"", ""Mini fridge"", ""Self check-in"", ""Fire extinguisher"", ""Cooking basics"", ""Private entrance""]","$1,197.00",5,180,5,5,180,180,5.0,180.0,,t,12,34,64,118,2024-09-25,6,6,1,2024-04-30,2024-09-05,5.0,5.0,4.67,5.0,5.0,5.0,5.0,,f,6,6,0,0,1.21
20359,1122334785097429896,https://www.airbnb.com/rooms/1122334785097429896,20240925020907,2024-09-25,city scrape,Bualong House 3,Everything is easy when the place is peaceful and located in the city center.,,https://a0.muscache.com/pictures/hosting/Hosting-1122334785097429896/original/3dc629c0-bacf-4e9a-9573-fe9b953c161c.jpeg,514253582,https://www.airbnb.com/users/show/514253582,Bualong,2023-05-11,,,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/User-514253582/original/25c5f297-480e-4a3f-92fa-ca5b32f1a695.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-514253582/original/25c5f297-480e-4a3f-92fa-ca5b32f1a695.jpeg?aki_policy=profile_x_medium,,3,3,"['email', 'phone']",t,t,,Vadhana,,13.738552864827865,100.58666999018558,Private room in rental unit,Private room,1,0.5,Half-bath,1.0,1.0,"[""Pool"", ""Hangers"", ""Extra pillows and blankets"", ""Hair dryer"", ""Clothing storage"", ""Exterior security cameras on property"", ""Wifi"", ""Bed linens"", ""Kitchen"", ""Smoking allowed"", ""Host greets you"", ""Shampoo"", ""Free parking on premises"", ""Washer"", ""Shower gel"", ""Iron"", ""Bidet"", ""Fire extinguisher"", ""Heating"", ""Lock on bedroom door""]",$590.00,1,365,1,1,365,365,1.0,365.0,,t,0,0,0,8,2024-09-25,4,4,1,2024-04-09,2024-09-10,5.0,5.0,4.75,5.0,5.0,4.75,5.0,,t,3,0,3,0,0.71
20376,1122779906380341623,https://www.airbnb.com/rooms/1122779906380341623,20240925020907,2024-09-25,city scrape,Baan Suan Rim Klong Bang Ramat (Shared Bathroom)2,"Relax in a quiet, unique space",,https://a0.muscache.com/pictures/miso/Hosting-888268037194793295/original/28d0db69-eaeb-4991-ae19-da4224245971.jpeg,115890580,https://www.airbnb.com/users/show/115890580,Jirattikul,2017-02-11,"Bangkok, Thailand",I’m a huge fan of dogs and cats. I’m queer living with my girlfriend and have 2 daughters. I have 7 dogs and 8 cats. I adopt all my cats from the street and from home shelter for animals. Im easy going and loves watching all kinds of movies and series. Nice to meet you all and Welcome to my place everyone!,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/User-115890580/original/b73fadd3-d7eb-41a4-9edc-01203d6102c8.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-115890580/original/b73fadd3-d7eb-41a4-9edc-01203d6102c8.jpeg?aki_policy=profile_x_medium,,8,10,"['email', 'phone']",t,t,,Taling Chan,,13.7716348,100.4493639,Shared room in cabin,Shared room,2,0.5,Shared half-bath,1.0,1.0,"[""Hot water"", ""Hot water kettle"", ""Hair dryer"", ""Kayak"", ""Refrigerator"", ""Pets allowed"", ""Air conditioning"", ""Wifi"", ""Outdoor dining area"", ""Bed linens"", ""Coffee"", ""Waterfront"", ""Smoking allowed"", ""Host greets you"", ""Boat slip"", ""Shampoo"", ""Long term stays allowed"", ""Dishes and silverware"", ""Sun loungers"", ""Cleaning available during stay"", ""Backyard"", ""Shower gel"", ""Hammock"", ""Bidet"", ""Mosquito net"", ""Barbecue utensils"", ""Single level home"", ""TV with standard cable"", ""Outdoor furniture"", ""Body soap"", ""Essentials"", ""Bikes""]",$490.00,2,365,2,2,365,365,2.0,365.0,,t,30,60,90,180,2024-09-25,0,0,0,,,,,,,,,,,t,8,4,3,1,
20814,1135619491904785577,https://www.airbnb.com/rooms/1135619491904785577,20240925020907,2024-09-25,city scrape,New Bangkok hotel on special 202 For Couple/Friend,"Indulge in Your Own Retreat: Ensuite Bathroom & Lavatory!<br />Accommodates Up to 4Guests** Ideal for Couples, Friends, or Family<br /><br />Welcome to The Greens Old Town Bangkok, your cozy hideaway in the heart of historic Bangkok. Discover snug rooms, a playful atmosphere, and personalized service tailored just for you. Immerse yourself in the city's vibrant energy, then unwind in style. Get ready for an unforgettable stay in Thailand's bustling capital!",,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTEzNTYxOTQ5MTkwNDc4NTU3Nw%3D%3D/original/91cd7a02-63c0-41a1-87be-256eaa55c2ec.jpeg,549695174,https://www.airbnb.com/users/show/549695174,The Greens,2023-12-05,"Bangkok, Thailand","The Greens, our lovely boutique hotel is in the middle of the old town Bangkok. Just steps from the vibrant Khaosan Road, immerse yourself in pulsating nightlife.

Discover the romance of the Chao Phraya River with boat cruises and bar tours. Explore Thailand's culture at the National Museum, Wat Arun, Wat Pho nearby.

As night falls, unwind at our jazz bar & restaurant. Savor a beer amidst music, where each note is a whisper of relaxation.",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/User-549695174/original/1175b5b7-4bcc-4c08-8ff1-c14c11222cbf.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-549695174/original/1175b5b7-4bcc-4c08-8ff1-c14c11222cbf.jpeg?aki_policy=profile_x_medium,,100,105,"['email', 'phone']",t,t,,Phra Nakhon,,13.760663975223697,100.49373151198388,Room in hotel,Private room,4,0.0,0 shared baths,1.0,3.0,"[""Smoke alarm"", ""Dedicated workspace"", ""Hot water"", ""Carbon monoxide alarm"", ""Hangers"", ""Hair dryer"", ""Refrigerator"", ""Clothing storage"", ""Luggage dropoff allowed"", ""Air conditioning"", ""Wifi"", ""Conditioner"", ""Bed linens"", ""Host greets you"", ""Shampoo"", ""Elevator"", ""Long term stays allowed"", ""Free parking on premises"", ""Cleaning products"", ""Shower gel"", ""Fire extinguisher"", ""Body soap"", ""Essentials""]",$533.00,1,365,1,1,1125,1125,1.0,1125.0,,t,28,58,88,363,2024-09-25,6,6,1,2024-07-08,2024-08-31,4.33,4.83,4.5,5.0,5.0,4.5,4.67,,t,87,41,46,0,2.25
20818,1135655109148247305,https://www.airbnb.com/rooms/1135655109148247305,20240925020907,2024-09-25,city scrape,New Bangkok hotel on special 203 For Couple/Friend,"**Private shower & toilet inside the unit. No sharing with others!**<br />It can hold up to 2 guests** Best for couples, groups of friends or family<br /><br />Step into The Greens Old Town Bangkok, a cozy spot in historic Bangkok. Snug rooms, playful vibes, and personalized service await. Dive into the city buzz, then kick back in style. Get ready for a fab stay in Thailand's vibrant capital!",,https://a0.muscache.com/pictures/miso/Hosting-1135655109148247305/original/c00ce167-bdd6-4aa3-b118-96181b013d6a.jpeg,549695174,https://www.airbnb.com/users/show/549695174,The Greens,2023-12-05,"Bangkok, Thailand","The Greens, our lovely boutique hotel is in the middle of the old town Bangkok. Just steps from the vibrant Khaosan Road, immerse yourself in pulsating nightlife.

Discover the romance of the Chao Phraya River with boat cruises and bar tours. Explore Thailand's culture at the National Museum, Wat Arun, Wat Pho nearby.

As night falls, unwind at our jazz bar & restaurant. Savor a beer amidst music, where each note is a whisper of relaxation.",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/User-549695174/original/1175b5b7-4bcc-4c08-8ff1-c14c11222cbf.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-549695174/original/1175b5b7-4bcc-4c08-8ff1-c14c11222cbf.jpeg?aki_policy=profile_x_medium,,100,105,"['email', 'phone']",t,t,,Phra Nakhon,,13.760663975223697,100.49373151198388,Room in hotel,Private room,2,0.0,0 shared baths,1.0,1.0,"[""Smoke alarm"", ""Dedicated workspace"", ""Hot water"", ""Carbon monoxide alarm"", ""Hangers"", ""Hair dryer"", ""Refrigerator"", ""Clothing storage"", ""Luggage dropoff allowed"", ""Air conditioning"", ""Wifi"", ""Conditioner"", ""Bed linens"", ""Host greets you"", ""Shampoo"", ""Elevator"", ""Long term stays allowed"", ""Free parking on premises"", ""Cleaning products"", ""Shower gel"", ""Fire extinguisher"", ""Body soap"", ""Essentials""]",$519.00,1,365,1,1,1125,1125,1.0,1125.0,,t,22,52,82,262,2024-09-25,0,0,0,,,,,,,,,,,t,87,41,46,0,
20820,1135680803077958060,https://www.airbnb.com/rooms/1135680803077958060,20240925020907,2024-09-25,city scrape,New Bangkok hotel on special 204 For Couple/Friend,"**Private shower & toilet inside the unit. No sharing with others!**<br />It can hold up to 2 guests** Best for couples or family<br /><br />Step into The Greens Old Town Bangkok, a cozy spot in historic Bangkok. Snug rooms, playful vibes, and personalized service await. Dive into the city buzz, then kick back in style. Get ready for a fab stay in Thailand's vibrant capital!",,https://a0.muscache.com/pictures/miso/Hosting-1135680803077958060/original/d45b161b-43c3-49ad-b21b-356c9c00e90b.jpeg,549695174,https://www.airbnb.com/users/show/549695174,The Greens,2023-12-05,"Bangkok, Thailand","The Greens, our lovely boutique hotel is in the middle of the old town Bangkok. Just steps from the vibrant Khaosan Road, immerse yourself in pulsating nightlife.

Discover the romance of the Chao Phraya River with boat cruises and bar tours. Explore Thailand's culture at the National Museum, Wat Arun, Wat Pho nearby.

As night falls, unwind at our jazz bar & restaurant. Savor a beer amidst music, where each note is a whisper of relaxation.",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/User-549695174/original/1175b5b7-4bcc-4c08-8ff1-c14c11222cbf.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-549695174/original/1175b5b7-4bcc-4c08-8ff1-c14c11222cbf.jpeg?aki_policy=profile_x_medium,,100,105,"['email', 'phone']",t,t,,Phra Nakhon,,13.760663975223697,100.49373151198388,Room in hotel,Private room,2,0.0,0 shared baths,1.0,1.0,"[""Smoke alarm"", ""Dedicated workspace"", ""Hot water"", ""Carbon monoxide alarm"", ""Hangers"", ""Hair dryer"", ""Refrigerator"", ""Clothing storage"", ""Luggage dropoff allowed"", ""Air conditioning"", ""Wifi"", ""Conditioner"", ""Bed linens"", ""Host greets you"", ""Shampoo"", ""Elevator"", ""Long term stays allowed"", ""Free parking on premises"", ""Cleaning products"", ""Shower gel"", ""Fire extinguisher"", ""Body soap"", ""Essentials""]",$519.00,1,365,1,1,1125,1125,1.0,1125.0,,t,5,35,65,245,2024-09-25,2,2,0,2024-05-31,2024-08-02,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,t,87,41,46,0,0.51
20821,1135692954636832545,https://www.airbnb.com/rooms/1135692954636832545,20240925020907,2024-09-25,city scrape,New Bangkok hotel on special 303 For Couple/Friend,"**Private shower & toilet inside the unit. No sharing with others!**<br />It can hold up to 6 guests** Best for couples, groups of friends or family<br /><br />Step into The Greens Old Town Bangkok, a cozy spot in historic Bangkok. Snug rooms, playful vibes, and personalized service await. Dive into the city buzz, then kick back in style. Get ready for a fab stay in Thailand's vibrant capital!<br />Edit",,https://a0.muscache.com/pictures/miso/Hosting-1135692954636832545/original/4f3d1cef-ad81-4013-a8ca-6508bd8b3081.jpeg,549695174,https://www.airbnb.com/users/show/549695174,The Greens,2023-12-05,"Bangkok, Thailand","The Greens, our lovely boutique hotel is in the middle of the old town Bangkok. Just steps from the vibrant Khaosan Road, immerse yourself in pulsating nightlife.

Discover the romance of the Chao Phraya River with boat cruises and bar tours. Explore Thailand's culture at the National Museum, Wat Arun, Wat Pho nearby.

As night falls, unwind at our jazz bar & restaurant. Savor a beer amidst music, where each note is a whisper of relaxation.",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/User-549695174/original/1175b5b7-4bcc-4c08-8ff1-c14c11222cbf.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-549695174/original/1175b5b7-4bcc-4c08-8ff1-c14c11222cbf.jpeg?aki_policy=profile_x_medium,,100,105,"['email', 'phone']",t,t,,Phra Nakhon,,13.760663975223697,100.49373151198388,Room in hotel,Private room,6,0.0,0 shared baths,1.0,1.0,"[""Smoke alarm"", ""Hot water"", ""Carbon monoxide alarm"", ""Hangers"", ""Hair dryer"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Air conditioning"", ""Wifi"", ""Bed linens"", ""Host greets you"", ""Elevator"", ""Long term stays allowed"", ""Shampoo"", ""Free parking on premises"", ""Shower gel"", ""Fire extinguisher"", ""Body soap"", ""Essentials""]",$519.00,1,365,1,1,1125,1125,1.0,1125.0,,t,21,51,81,261,2024-09-25,1,1,0,2024-06-17,2024-06-17,4.0,4.0,4.0,1.0,4.0,5.0,4.0,,t,87,41,46,0,0.3
20822,1135699009482093837,https://www.airbnb.com/rooms/1135699009482093837,20240925020907,2024-09-25,city scrape,New Bangkok hotel on special 304 For Couple/Friend,"**Private shower & toilet inside the unit. No sharing with others!**<br />It can hold up to 2 guests** Best for couples, groups of friends or family.<br /><br />Step into The Greens Old Town Bangkok, a cozy spot in historic Bangkok. Snug rooms, playful vibes, and personalized service await. Dive into the city buzz, then kick back in style. Get ready for a fab stay in Thailand's vibrant capital!",,https://a0.muscache.com/pictures/miso/Hosting-1135699009482093837/original/f07fbfc0-010a-4108-bcc9-acf852187ab6.jpeg,549695174,https://www.airbnb.com/users/show/549695174,The Greens,2023-12-05,"Bangkok, Thailand","The Greens, our lovely boutique hotel is in the middle of the old town Bangkok. Just steps from the vibrant Khaosan Road, immerse yourself in pulsating nightlife.

Discover the romance of the Chao Phraya River with boat cruises and bar tours. Explore Thailand's culture at the National Museum, Wat Arun, Wat Pho nearby.

As night falls, unwind at our jazz bar & restaurant. Savor a beer amidst music, where each note is a whisper of relaxation.",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/User-549695174/original/1175b5b7-4bcc-4c08-8ff1-c14c11222cbf.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-549695174/original/1175b5b7-4bcc-4c08-8ff1-c14c11222cbf.jpeg?aki_policy=profile_x_medium,,100,105,"['email', 'phone']",t,t,,Phra Nakhon,,13.760663975223697,100.49373151198388,Room in hotel,Private room,2,0.0,0 baths,1.0,1.0,"[""Smoke alarm"", ""Dedicated workspace"", ""Hot water"", ""Carbon monoxide alarm"", ""Hangers"", ""Hair dryer"", ""Refrigerator"", ""Clothing storage"", ""Luggage dropoff allowed"", ""Air conditioning"", ""Wifi"", ""Conditioner"", ""Bed linens"", ""Host greets you"", ""Shampoo"", ""Elevator"", ""Long term stays allowed"", ""Free parking on premises"", ""Cleaning products"", ""Shower gel"", ""Fire extinguisher"", ""Body soap"", ""Essentials""]",$504.00,1,365,1,1,1125,1125,1.0,1125.0,,t,10,37,67,247,2024-09-25,1,1,0,2024-06-27,2024-06-27,5.0,5.0,4.0,5.0,5.0,5.0,5.0,,t,87,41,46,0,0.33
21236,1147618131259608242,https://www.airbnb.com/rooms/1147618131259608242,20240925020907,2024-09-25,city scrape,Studio room near BTS Saint Louis station,"Newly renovated 32 sqm studio room with balcony in 'Baanrim Sathorn' Apartment. The apartment is on South Sathorn Rd (Sathorn 13 yeak 6), 750m away from Saint Louis BTS station through small walking alleys.<br /><br />The room is located on the 3rd floor of the apartment building with elevator. Guests can also enjoy vegetable harvesting on our roof floor every Sunday!","The apartment is located in a small alley Sathorn Soi 13 junction 6 on Sathorn Rd. Residing in this area are old Catholic Thai, and Muslim.<br /><br />7-11, laundry shop and small food stall are within few hundred meters away.<br /><br />On the rooftop of our apartment, we also grow organic lettuces when on Sunday you can experience some urban farming activities like planting and harvesting. Fresh organic lettuces are also available to buy.",https://a0.muscache.com/pictures/miso/Hosting-1147618131259608242/original/446807f3-59ff-481b-a495-0aad21bc6e03.jpeg,426441708,https://www.airbnb.com/users/show/426441708,Piyathida,2021-10-08,,,within an hour,100%,100%,t,https://a0.muscache.com/defaults/user_pic-50x50.png?v=3,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,,12,14,"['email', 'phone']",f,t,"Khet Sathon, Krung Thep Maha Nakhon, Thailand",Sathon,,13.7167163,100.5242157,Private room in serviced apartment,Private room,2,0.0,0 shared baths,1.0,1.0,"[""Smoke alarm"", ""Hot water"", ""Kitchenette"", ""Hangers"", ""Extra pillows and blankets"", ""First aid kit"", ""Room-darkening shades"", ""Hot water kettle"", ""Hair dryer"", ""Refrigerator"", ""Patio or balcony"", ""Microwave"", ""TV"", ""Luggage dropoff allowed"", ""Exterior security cameras on property"", ""Dining table"", ""Air conditioning"", ""Wifi"", ""Conditioner"", ""Bed linens"", ""Building staff"", ""Shampoo"", ""Elevator"", ""Laundromat nearby"", ""Long term stays allowed"", ""Dishes and silverware"", ""Drying rack for clothing"", ""Cleaning available during stay"", ""Washer"", ""Clothing storage: closet"", ""City skyline view"", ""Self check-in"", ""Shower gel"", ""Dryer"", ""Fire extinguisher"", ""Mosquito net"", ""Paid parking on premises"", ""Body soap"", ""Paid parking lot off premises"", ""Essentials""]","$1,650.00",3,365,3,3,365,365,3.0,365.0,,t,0,0,0,152,2024-09-25,0,0,0,,,,,,,,,,,f,7,0,7,0,
